,phrase,intent,preproc_text
1993,what movies are playing nearby,SearchScreeningEvent,what movies are playing nearby
1994,Is Fast and Loose playing,SearchScreeningEvent,is fast and loose playing
1995,Find the movie schedule for B&B Theatres.,SearchScreeningEvent,find the movie schedule for b b theatres 
1996,what are the movie times for animated movies close by,SearchScreeningEvent,what are the movie times for animated movies close by
1997,SHow me the nearest movie house showing Moron 5 and the Crying Lady,SearchScreeningEvent,show me the nearest movie house showing moron 5 and the crying lady
1998,Give me the list of animated movies showing tonight at United Paramount Theatres,SearchScreeningEvent,give me the list of animated movies showing tonight at united paramount theatres
1999,Show me the movie schedule for Whore II.,SearchScreeningEvent,show me the movie schedule for whore ii 
2000,What films are playing in the neighborhood,SearchScreeningEvent,what films are playing in the neighborhood
2001,I want to see Train,SearchScreeningEvent,i want to see train
2002,Is Fighting With Buffalo Bill playing at the closest movie house,SearchScreeningEvent,is fighting with buffalo bill playing at the closest movie house
2003,Can I see Central Airport at the closest movie theatre,SearchScreeningEvent,can i see central airport at the closest movie theatre
2004,List the movie schedule for Regal Entertainment Group theater.,SearchScreeningEvent,list the movie schedule for regal entertainment group theater 
2005,Is Agents of Secret Stuff playing at North American Cinemas,SearchScreeningEvent,is agents of secret stuff playing at north american cinemas
2006,What are the 8 P.M. movie schedules,SearchScreeningEvent,what are the 8 p m movie schedules
2007,I want to see an animated movie in the neighbourhood,SearchScreeningEvent,i want to see an animated movie in the neighbourhood
2008,Recite the movie schedule.,SearchScreeningEvent,recite the movie schedule 
2009,Can I see William Comes to Town at KB Theatres,SearchScreeningEvent,can i see william comes to town at kb theatres
2010,show the movie times,SearchScreeningEvent,show the movie times
2011,Find the schedule for Success.,SearchScreeningEvent,find the schedule for success 
2012,Show me the movies at the Megaplex Theatres.,SearchScreeningEvent,show me the movies at the megaplex theatres 
2013,I want to see the movie schedule for North American Cinemas,SearchScreeningEvent,i want to see the movie schedule for north american cinemas
2014,Is the films 19 hours from now playing at Landmark Theatres,SearchScreeningEvent,is the films 19 hours from now playing at landmark theatres
2015,give me the movie times,SearchScreeningEvent,give me the movie times
2016,Give me the showing of animated movies at Speakeasy Theaters,SearchScreeningEvent,give me the showing of animated movies at speakeasy theaters
2017,What is the schedule at the closest movie theatre?,SearchScreeningEvent,what is the schedule at the closest movie theatre
2018,Find all the films at the closestcinema during meal time.,SearchScreeningEvent,find all the films at the closestcinema during meal time 
2019,Is The Mystical Adventures of Billy Owens playing at the closest movie house,SearchScreeningEvent,is the mystical adventures of billy owens playing at the closest movie house
2020,Which movies are currently playing at Speakeasy Theaters,SearchScreeningEvent,which movies are currently playing at speakeasy theaters
2021,show the movies at the nearest movie house,SearchScreeningEvent,show the movies at the nearest movie house
2022,Can I get the movie schedule,SearchScreeningEvent,can i get the movie schedule
2023,Tell me the movie times for animated movies in the neighborhood.,SearchScreeningEvent,tell me the movie times for animated movies in the neighborhood 
2024,Tell me what movies are at AMC Theatres.,SearchScreeningEvent,tell me what movies are at amc theatres 
2025,Find me the movie schedule for Great Escape Theatres,SearchScreeningEvent,find me the movie schedule for great escape theatres
2026,Gimme movie times.,SearchScreeningEvent,gimme movie times 
2027,What is the movie schedule at the IMAX Corporation three minutes from now,SearchScreeningEvent,what is the movie schedule at the imax corporation three minutes from now
2028,What are the movie times for films close by,SearchScreeningEvent,what are the movie times for films close by
2029,where's the nearest movie house playing No Trains No Planes,SearchScreeningEvent,where the nearest movie house playing no trains no planes
2030,I want to see Teeny Little Super Guy at Malco Theatres,SearchScreeningEvent,i want to see teeny little super guy at malco theatres
2031,Give me the movie schedule for animated movies in the neighbourhood,SearchScreeningEvent,give me the movie schedule for animated movies in the neighbourhood
2032,I want to watch Uproar in the Studio at the nearest cinema,SearchScreeningEvent,i want to watch uproar in the studio at the nearest cinema
2033,When can I see The Crew of the Dora,SearchScreeningEvent,when can i see the crew of the dora
2034,List the movie times for recent movies in the area.,SearchScreeningEvent,list the movie times for recent movies in the area 
2035,Is Proudly She Marches playing anywhere?,SearchScreeningEvent,is proudly she marches playing anywhere
2036,I need to know what theatre is playing A Happy Coersion,SearchScreeningEvent,i need to know what theatre is playing a happy coersion
2037,Can I see Blood Orgy of the Leather Girls at a movie house.,SearchScreeningEvent,can i see blood orgy of the leather girls at a movie house 
2038,Show me movie times,SearchScreeningEvent,show me movie times
2039,Give me the schedule now at the nearest movie house,SearchScreeningEvent,give me the schedule now at the nearest movie house
2040,Is The Skull playing at Loews Cineplex,SearchScreeningEvent,is the skull playing at loews cineplex
2041,Find the schedule for 102 Years in the Heart of Europe: A Portrait of Ernst JГјnger at a movie theatre.,SearchScreeningEvent,find the schedule for 102 years in the heart of europe a portrait of ernst j nger at a movie theatre 
2042,Find animated movies playing in the area.,SearchScreeningEvent,find animated movies playing in the area 
2043,I need a movie schedule for animated movies nearby,SearchScreeningEvent,i need a movie schedule for animated movies nearby
2044,Find the schedule for Grand Canyon Trail.,SearchScreeningEvent,find the schedule for grand canyon trail 
2045,show me the movies in Pacific Theatres,SearchScreeningEvent,show me the movies in pacific theatres
2046,Whens the next showing of The Game of Their Lives,SearchScreeningEvent,whens the next showing of the game of their lives
2047,Give me the list of films at Santikos Theatres,SearchScreeningEvent,give me the list of films at santikos theatres
2048,Fine the movie schedule.,SearchScreeningEvent,fine the movie schedule 
2049,I want to see when Box Head Revolution is playing at the nearest movie theatre,SearchScreeningEvent,i want to see when box head revolution is playing at the nearest movie theatre
2050,What films are playing at the nearest movie theatre,SearchScreeningEvent,what films are playing at the nearest movie theatre
2051,Find the schedule for The Tooth Will Out at sunrise.,SearchScreeningEvent,find the schedule for the tooth will out at sunrise 
2052,Find the schedule for animated movie in the neighborhood at 02:06:29 am.,SearchScreeningEvent,find the schedule for animated movie in the neighborhood at 02 06 29 am 
2053,Find the movie schedule around here.,SearchScreeningEvent,find the movie schedule around here 
2054,What is the movie schedule,SearchScreeningEvent,what is the movie schedule
2055,Is Jappeloup showing at Bow Tie Cinemas,SearchScreeningEvent,is jappeloup showing at bow tie cinemas
2056,What's the movie schedule for B&B Theatres?,SearchScreeningEvent,what the movie schedule for b b theatres
2057,Show me the schedule in the nearest movie theatre for Invasion U.S.A..,SearchScreeningEvent,show me the schedule in the nearest movie theatre for invasion u s a 
2058,show me the movie schedule in the area at seven AM for animated movies,SearchScreeningEvent,show me the movie schedule in the area at seven am for animated movies
2059,Give me movie times for Regal Entertainment Group,SearchScreeningEvent,give me movie times for regal entertainment group
2060,Please check which movies will be available at eleven A.M. at Santikos Theatres?,SearchScreeningEvent,please check which movies will be available at eleven a m at santikos theatres
